[2026-01-16 18:33:25] START Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0
[2026-01-16 18:33:47] Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0, QuestionNumber: 1, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Buchfink, answerPossibility3: Blaumeise, answerPossibility4: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 22,32
[2026-01-16 19:07:59] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Amsel, selectableBird2: Blaumeise, selectableBird3: Kohlmeise, selectableBird4: Buntspecht, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,60
[2026-01-16 19:08:00] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Eisvogel, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Rauchschwalbe, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,21
[2026-01-16 19:08:01] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Buntspecht, selectableBird2: Singdrossel, selectableBird3: Kohlmeise, selectableBird4: Rotkehlchen, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Blaumeise, wasAnswerCorrect: True, timeNeededForTheQuestion: 0,08
[2026-01-16 19:08:03] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Singdrossel, selectableBird2: Eisvogel, selectableBird3: Amsel, selectableBird4: Buntspecht, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForTheQuestion: 1,53
[2026-01-16 19:08:45] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Singdrossel, selectableBird2: Eisvogel, selectableBird3: Amsel, selectableBird4: Rotkehlchen, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 40,21
[2026-01-16 19:09:14] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Rotkehlchen, selectableBird2: Singdrossel, selectableBird3: Buntspecht, selectableBird4: Eisvogel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 28,00
[2026-01-16 19:09:25] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rotkehlchen, selectableBird2: Amsel, selectableBird3: Buntspecht, selectableBird4: Rauchschwalbe, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 10,49
[2026-01-16 19:09:26] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 199,27, amountOfQuestions: 8, richtigeAnswersCounter: 2, falseAnswersCounter: 6, successrate: 25,00, levelPassed: False
[2026-01-16 19:09:29] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:09:59] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Kohlmeise, selectableBird2: Rotkehlchen, selectableBird3: Rauchschwalbe, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 30,75
[2026-01-16 19:10:01] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Kohlmeise, selectableBird2: Rauchschwalbe, selectableBird3: Rotkehlchen, selectableBird4: Buntspecht, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,32
[2026-01-16 19:10:02] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Amsel, selectableBird2: Rotkehlchen, selectableBird3: Kohlmeise, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,26
[2026-01-16 19:10:03] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,29
[2026-01-16 19:10:05] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Blaumeise, selectableBird2: Eisvogel, selectableBird3: Singdrossel, selectableBird4: Amsel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,23
[2026-01-16 19:10:06] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Kohlmeise, selectableBird2: Blaumeise, selectableBird3: Singdrossel, selectableBird4: Rotkehlchen, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,91
[2026-01-16 19:10:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Kohlmeise, selectableBird2: Buntspecht, selectableBird3: Singdrossel, selectableBird4: Amsel, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,05
[2026-01-16 19:10:09] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Kohlmeise, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Eisvogel, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,10
[2026-01-16 19:10:10] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 40,96, amountOfQuestions: 8, richtigeAnswersCounter: 0, falseAnswersCounter: 8, successrate: 0,00, levelPassed: False
[2026-01-16 19:10:46] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:10:52] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Eisvogel, selectableBird4: Rauchschwalbe, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 5,92
[2026-01-16 19:11:10] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Rotkehlchen, selectableBird2: Singdrossel, selectableBird3: Amsel, selectableBird4: Eisvogel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 17,16
[2026-01-16 19:11:25] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Singdrossel, selectableBird2: Eisvogel, selectableBird3: Rotkehlchen, selectableBird4: Rauchschwalbe, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 14,19
[2026-01-16 19:11:33] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Buntspecht, selectableBird4: Rauchschwalbe, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,59
[2026-01-16 19:11:58] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Rauchschwalbe, selectableBird4: Kohlmeise, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 24,31
[2026-01-16 19:12:13] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Kohlmeise, selectableBird4: Buntspecht, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 14,16
[2026-01-16 19:12:15] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Rauchschwalbe, selectableBird4: Buntspecht, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,60
[2026-01-16 19:12:17] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Kohlmeise, selectableBird2: Rotkehlchen, selectableBird3: Buntspecht, selectableBird4: Singdrossel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,07
[2026-01-16 19:12:18] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 92,05, amountOfQuestions: 8, richtigeAnswersCounter: 2, falseAnswersCounter: 6, successrate: 25,00, levelPassed: False
[2026-01-16 19:12:20] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:12:21] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Buntspecht, selectableBird2: Rotkehlchen, selectableBird3: Singdrossel, selectableBird4: Eisvogel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,84
[2026-01-16 19:12:22] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Kohlmeise, selectableBird2: Rauchschwalbe, selectableBird3: Buntspecht, selectableBird4: Amsel, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForTheQuestion: 0,43
[2026-01-16 19:12:28] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Amsel, selectableBird2: Rauchschwalbe, selectableBird3: Rotkehlchen, selectableBird4: Blaumeise, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 5,06
[2026-01-16 19:12:29] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Kohlmeise, selectableBird2: Blaumeise, selectableBird3: Eisvogel, selectableBird4: Rotkehlchen, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,28
[2026-01-16 19:12:31] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Rauchschwalbe, selectableBird2: Singdrossel, selectableBird3: Eisvogel, selectableBird4: Rotkehlchen, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,51
[2026-01-16 19:12:33] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Rauchschwalbe, selectableBird2: Singdrossel, selectableBird3: Rotkehlchen, selectableBird4: Blaumeise, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,72
[2026-01-16 19:12:34] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Singdrossel, selectableBird2: Amsel, selectableBird3: Rotkehlchen, selectableBird4: Kohlmeise, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,51
[2026-01-16 19:12:36] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Amsel, selectableBird2: Rauchschwalbe, selectableBird3: Blaumeise, selectableBird4: Rotkehlchen, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,85
[2026-01-16 19:12:37] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 17,24, amountOfQuestions: 8, richtigeAnswersCounter: 1, falseAnswersCounter: 7, successrate: 12,50, levelPassed: False
[2026-01-16 19:12:39] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:12:51] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Singdrossel, selectableBird2: Eisvogel, selectableBird3: Rauchschwalbe, selectableBird4: Kohlmeise, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 11,86
[2026-01-16 19:12:58] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Buntspecht, selectableBird2: Rotkehlchen, selectableBird3: Kohlmeise, selectableBird4: Eisvogel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 5,67
[2026-01-16 19:13:20] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Singdrossel, selectableBird2: Rotkehlchen, selectableBird3: Blaumeise, selectableBird4: Amsel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 20,93
[2026-01-16 19:13:27] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Blaumeise, selectableBird2: Kohlmeise, selectableBird3: Eisvogel, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 6,34
[2026-01-16 19:13:42] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Blaumeise, selectableBird2: Amsel, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 14,02
[2026-01-16 19:14:07] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Buntspecht, selectableBird2: Blaumeise, selectableBird3: Rauchschwalbe, selectableBird4: Kohlmeise, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 23,37
[2026-01-16 19:14:08] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Buntspecht, selectableBird2: Eisvogel, selectableBird3: Blaumeise, selectableBird4: Singdrossel, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,69
[2026-01-16 19:14:10] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Rauchschwalbe, selectableBird2: Rotkehlchen, selectableBird3: Eisvogel, selectableBird4: Kohlmeise, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForTheQuestion: 1,12
[2026-01-16 19:14:11] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 92,05, amountOfQuestions: 8, richtigeAnswersCounter: 3, falseAnswersCounter: 5, successrate: 37,50, levelPassed: False
[2026-01-16 19:14:14] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:14:19] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Rauchschwalbe, selectableBird2: Rotkehlchen, selectableBird3: Buntspecht, selectableBird4: Blaumeise, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 4,99
[2026-01-16 19:14:24] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Rotkehlchen, selectableBird2: Kohlmeise, selectableBird3: Amsel, selectableBird4: Blaumeise, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 3,56
[2026-01-16 19:14:29] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Rotkehlchen, selectableBird2: Amsel, selectableBird3: Eisvogel, selectableBird4: Rauchschwalbe, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 4,42
[2026-01-16 19:14:48] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Blaumeise, selectableBird2: Singdrossel, selectableBird3: Kohlmeise, selectableBird4: Buntspecht, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 17,92
[2026-01-16 19:14:52] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Rauchschwalbe, selectableBird3: Singdrossel, selectableBird4: Kohlmeise, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 2,89
[2026-01-16 19:14:53] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Eisvogel, selectableBird2: Singdrossel, selectableBird3: Blaumeise, selectableBird4: Amsel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,08
[2026-01-16 19:14:54] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Buntspecht, selectableBird4: Blaumeise, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,13
[2026-01-16 19:14:57] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Buntspecht, selectableBird4: Rauchschwalbe, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 1,62
[2026-01-16 19:14:58] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 43,67, amountOfQuestions: 8, richtigeAnswersCounter: 1, falseAnswersCounter: 7, successrate: 12,50, levelPassed: False
[2026-01-16 19:15:02] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:28:19] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Rotkehlchen, selectableBird2: Eisvogel, selectableBird3: Kohlmeise, selectableBird4: Buntspecht, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Eisvogel, wasAnswerCorrect: False, timeNeededForTheQuestion: 130,32
[2026-01-16 19:28:46] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Blaumeise, selectableBird2: Rotkehlchen, selectableBird3: Kohlmeise, selectableBird4: Amsel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Blaumeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 25,76
[2026-01-16 19:29:37] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Rotkehlchen, selectableBird2: Eisvogel, selectableBird3: Rauchschwalbe, selectableBird4: Amsel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Kohlmeise, wasAnswerCorrect: True, timeNeededForTheQuestion: 50,06
[2026-01-16 19:30:06] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Rotkehlchen, selectableBird2: Singdrossel, selectableBird3: Buntspecht, selectableBird4: Amsel, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 28,30
[2026-01-16 19:30:42] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Rauchschwalbe, selectableBird2: Rotkehlchen, selectableBird3: Blaumeise, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 34,54
[2026-01-16 19:30:49] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Blaumeise, selectableBird2: Eisvogel, selectableBird3: Rotkehlchen, selectableBird4: Singdrossel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 5,88
[2026-01-16 19:30:50] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Rotkehlchen, selectableBird2: Amsel, selectableBird3: Rauchschwalbe, selectableBird4: Blaumeise, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,88
[2026-01-16 19:30:51] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Eisvogel, selectableBird2: Singdrossel, selectableBird3: Blaumeise, selectableBird4: Kohlmeise, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForTheQuestion: 0,05
[2026-01-16 19:30:52] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 283,84, amountOfQuestions: 8, richtigeAnswersCounter: 2, falseAnswersCounter: 6, successrate: 25,00, levelPassed: False
[2026-01-16 19:31:51] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:32:16] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Amsel, selectableBird2: Rauchschwalbe, selectableBird3: Eisvogel, selectableBird4: Rotkehlchen, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForTheQuestion: 25,55
[2026-01-16 19:32:54] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Buntspecht, selectableBird2: Amsel, selectableBird3: Rauchschwalbe, selectableBird4: Blaumeise, selectableBird5: Rotkehlchen, questionedBird: Rotkehlchen, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 37,08
[2026-01-16 19:33:10] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Singdrossel, selectableBird2: Eisvogel, selectableBird3: Rotkehlchen, selectableBird4: Amsel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 14,21
[2026-01-16 19:33:37] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 4, selectableBird1: Rotkehlchen, selectableBird2: Rauchschwalbe, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 26,38
[2026-01-16 19:34:05] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 5, selectableBird1: Rotkehlchen, selectableBird2: Buntspecht, selectableBird3: Kohlmeise, selectableBird4: Rauchschwalbe, selectableBird5: Eisvogel, questionedBird: Eisvogel, givenAnswer: Eisvogel, wasAnswerCorrect: True, timeNeededForTheQuestion: 27,49
[2026-01-16 19:34:19] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 6, selectableBird1: Rauchschwalbe, selectableBird2: Kohlmeise, selectableBird3: Amsel, selectableBird4: Eisvogel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 12,68
[2026-01-16 19:34:33] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 7, selectableBird1: Singdrossel, selectableBird2: Blaumeise, selectableBird3: Rauchschwalbe, selectableBird4: Eisvogel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 13,03
[2026-01-16 19:34:41] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 8, selectableBird1: Singdrossel, selectableBird2: Rauchschwalbe, selectableBird3: Kohlmeise, selectableBird4: Rotkehlchen, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,55
[2026-01-16 19:34:42] END Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, TimeNeededForTheLevel: 171,01, amountOfQuestions: 8, richtigeAnswersCounter: 3, falseAnswersCounter: 5, successrate: 37,50, levelPassed: False
[2026-01-16 19:34:44] START Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6
[2026-01-16 19:35:27] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 1, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Eisvogel, selectableBird4: Rauchschwalbe, selectableBird5: Blaumeise, questionedBird: Blaumeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 42,22
[2026-01-16 19:35:52] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 2, selectableBird1: Singdrossel, selectableBird2: Buntspecht, selectableBird3: Eisvogel, selectableBird4: Blaumeise, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 23,97
[2026-01-16 19:35:58] Game: Finde die Amsel, LevelButtonNumber: 8, Level: 6, QuestionNumber: 3, selectableBird1: Blaumeise, selectableBird2: Eisvogel, selectableBird3: Rotkehlchen, selectableBird4: Rauchschwalbe, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 5,84
